#  step      rmse_val    rmse_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 275390      1.90e+00    1.51e-01      1.38e+00    1.10e-01    4.4e-07
 275400      2.35e+00    2.26e-01      1.71e+00    1.65e-01    4.4e-07
 275410      2.08e+00    2.72e-01      1.51e+00    1.99e-01    4.4e-07
 275420      1.94e+00    1.35e-01      1.42e+00    9.83e-02    4.4e-07
 275430      2.38e+00    1.54e-01      1.73e+00    1.12e-01    4.4e-07
 275440      2.21e+00    3.00e-01      1.61e+00    2.19e-01    4.4e-07
 275450      2.10e+00    4.10e-01      1.53e+00    2.99e-01    4.4e-07
 275460      2.33e+00    1.69e-01      1.70e+00    1.23e-01    4.4e-07
 275470      2.69e+00    1.76e-01      1.96e+00    1.28e-01    4.4e-07
 275480      2.05e+00    2.48e-01      1.50e+00    1.81e-01    4.4e-07
 275490      1.93e+00    1.54e-01      1.41e+00    1.12e-01    4.4e-07
 275500      2.19e+00    1.45e-01      1.60e+00    1.05e-01    4.4e-07
 275510      2.45e+00    2.51e-01      1.78e+00    1.83e-01    4.4e-07
 275520      2.15e+00    2.00e-01      1.57e+00    1.46e-01    4.4e-07
 275530      1.98e+00    1.87e-01      1.44e+00    1.36e-01    4.4e-07
 275540      1.97e+00    2.59e-01      1.43e+00    1.89e-01    4.4e-07
 275550      2.23e+00    3.08e-01      1.63e+00    2.24e-01    4.4e-07
 275560      2.20e+00    1.15e-01      1.61e+00    8.39e-02    4.4e-07
 275570      2.18e+00    2.00e-01      1.59e+00    1.46e-01    4.4e-07
 275580      2.07e+00    1.76e-01      1.51e+00    1.29e-01    4.4e-07
 275590      2.03e+00    2.28e-01      1.48e+00    1.66e-01    4.4e-07
 275600      2.44e+00    1.26e-01      1.78e+00    9.20e-02    4.4e-07
 275610      2.15e+00    9.98e-02      1.57e+00    7.28e-02    4.4e-07
 275620      2.22e+00    2.53e-01      1.62e+00    1.84e-01    4.4e-07
 275630      2.15e+00    2.34e-01      1.57e+00    1.71e-01    4.4e-07
 275640      2.10e+00    2.40e-01      1.53e+00    1.75e-01    4.4e-07
 275650      2.36e+00    1.80e-01      1.72e+00    1.32e-01    4.4e-07
 275660      2.12e+00    2.51e-01      1.55e+00    1.83e-01    4.4e-07
 275670      2.74e+00    3.02e-01      1.99e+00    2.20e-01    4.4e-07
 275680      2.15e+00    1.70e-01      1.57e+00    1.24e-01    4.4e-07
 275690      2.14e+00    1.24e-01      1.56e+00    9.02e-02    4.4e-07
 275700      2.37e+00    1.52e-01      1.73e+00    1.11e-01    4.4e-07
 275710      2.19e+00    2.67e-01      1.60e+00    1.95e-01    4.4e-07
 275720      2.00e+00    2.06e-01      1.46e+00    1.50e-01    4.4e-07
 275730      2.24e+00    1.91e-01      1.63e+00    1.39e-01    4.4e-07
 275740      2.09e+00    2.48e-01      1.52e+00    1.81e-01    4.4e-07
 275750      2.06e+00    1.87e-01      1.50e+00    1.36e-01    4.4e-07
 275760      2.14e+00    1.65e-01      1.56e+00    1.20e-01    4.4e-07
 275770      2.02e+00    1.33e-01      1.47e+00    9.73e-02    4.4e-07
 275780      2.12e+00    2.01e-01      1.54e+00    1.46e-01    4.4e-07
 275790      2.12e+00    3.94e-01      1.55e+00    2.87e-01    4.4e-07
 275800      2.22e+00    1.74e-01      1.62e+00    1.27e-01    4.4e-07
 275810      2.36e+00    3.23e-01      1.72e+00    2.36e-01    4.4e-07
 275820      2.27e+00    1.34e-01      1.65e+00    9.77e-02    4.4e-07
 275830      2.07e+00    4.17e-01      1.51e+00    3.04e-01    4.4e-07
 275840      2.46e+00    1.09e-01      1.79e+00    7.91e-02    4.4e-07
 275850      2.07e+00    4.18e-01      1.51e+00    3.05e-01    4.4e-07
 275860      2.15e+00    2.31e-01      1.57e+00    1.68e-01    4.4e-07
 275870      2.02e+00    3.91e-01      1.47e+00    2.85e-01    4.4e-07
 275880      2.20e+00    3.11e-01      1.61e+00    2.27e-01    4.4e-07
 275890      2.04e+00    2.61e-01      1.49e+00    1.90e-01    4.4e-07
 275900      2.09e+00    1.26e-01      1.53e+00    9.22e-02    4.4e-07
 275910      2.14e+00    1.69e-01      1.56e+00    1.23e-01    4.4e-07
 275920      2.22e+00    1.91e-01      1.62e+00    1.39e-01    4.4e-07
 275930      2.06e+00    1.45e-01      1.50e+00    1.05e-01    4.4e-07
 275940      2.21e+00    3.14e-01      1.61e+00    2.29e-01    4.4e-07
 275950      2.14e+00    1.48e-01      1.56e+00    1.08e-01    4.4e-07
 275960      1.94e+00    1.92e-01      1.42e+00    1.40e-01    4.4e-07
 275970      2.06e+00    3.94e-01      1.50e+00    2.87e-01    4.4e-07
 275980      2.07e+00    1.58e-01      1.51e+00    1.15e-01    4.4e-07
 275990      2.11e+00    1.15e-01      1.54e+00    8.35e-02    4.4e-07
 276000      2.25e+00    1.88e-01      1.64e+00    1.37e-01    4.4e-07
 276010      2.08e+00    1.95e-01      1.52e+00    1.42e-01    4.4e-07
 276020      2.12e+00    2.12e-01      1.55e+00    1.55e-01    4.4e-07
 276030      2.30e+00    1.74e-01      1.68e+00    1.27e-01    4.4e-07
 276040      1.79e+00    1.85e-01      1.31e+00    1.35e-01    4.4e-07
 276050      2.30e+00    2.11e-01      1.68e+00    1.54e-01    4.4e-07
 276060      1.99e+00    1.65e-01      1.45e+00    1.20e-01    4.4e-07
 276070      2.11e+00    1.32e-01      1.54e+00    9.65e-02    4.4e-07
 276080      2.18e+00    2.80e-01      1.59e+00    2.04e-01    4.4e-07
 276090      2.36e+00    2.11e-01      1.72e+00    1.54e-01    4.4e-07
 276100      2.09e+00    2.47e-01      1.53e+00    1.80e-01    4.4e-07
 276110      2.15e+00    2.19e-01      1.57e+00    1.60e-01    4.4e-07
 276120      2.12e+00    3.27e-01      1.54e+00    2.39e-01    4.4e-07
 276130      2.16e+00    2.29e-01      1.57e+00    1.67e-01    4.4e-07
 276140      2.23e+00    2.74e-01      1.63e+00    2.00e-01    4.4e-07
 276150      1.81e+00    1.05e-01      1.32e+00    7.62e-02    4.4e-07
 276160      2.04e+00    1.40e-01      1.49e+00    1.02e-01    4.4e-07
 276170      2.01e+00    2.72e-01      1.47e+00    1.98e-01    4.4e-07
 276180      2.04e+00    1.38e-01      1.49e+00    1.01e-01    4.4e-07
 276190      2.11e+00    2.81e-01      1.54e+00    2.05e-01    4.4e-07
 276200      2.26e+00    1.77e-01      1.65e+00    1.29e-01    4.4e-07
 276210      2.04e+00    1.63e-01      1.48e+00    1.19e-01    4.4e-07
 276220      2.03e+00    1.24e-01      1.48e+00    9.03e-02    4.4e-07
 276230      2.27e+00    2.99e-01      1.65e+00    2.18e-01    4.4e-07
 276240      2.29e+00    1.21e-01      1.67e+00    8.83e-02    4.4e-07
 276250      2.21e+00    3.98e-01      1.61e+00    2.90e-01    4.4e-07
 276260      2.42e+00    1.29e-01      1.76e+00    9.41e-02    4.4e-07
 276270      2.15e+00    2.52e-01      1.57e+00    1.84e-01    4.4e-07
 276280      2.43e+00    1.78e-01      1.77e+00    1.30e-01    4.4e-07
 276290      1.87e+00    1.60e-01      1.37e+00    1.17e-01    4.4e-07
 276300      2.23e+00    2.84e-01      1.63e+00    2.07e-01    4.4e-07
 276310      2.03e+00    2.33e-01      1.48e+00    1.70e-01    4.4e-07
 276320      2.33e+00    1.22e-01      1.70e+00    8.88e-02    4.4e-07
 276330      2.21e+00    3.39e-01      1.61e+00    2.47e-01    4.4e-07
 276340      2.21e+00    1.64e-01      1.61e+00    1.20e-01    4.4e-07
 276350      2.16e+00    3.22e-01      1.57e+00    2.35e-01    4.4e-07
 276360      2.20e+00    1.31e-01      1.61e+00    9.56e-02    4.4e-07
 276370      2.23e+00    2.14e-01      1.63e+00    1.56e-01    4.4e-07
 276380      1.71e+00    1.20e-01      1.25e+00    8.76e-02    4.4e-07
 276390      2.26e+00    1.34e-01      1.65e+00    9.79e-02    4.4e-07
 276400      2.37e+00    1.78e-01      1.73e+00    1.29e-01    4.4e-07
 276410      2.06e+00    1.68e-01      1.50e+00    1.22e-01    4.4e-07
 276420      2.31e+00    8.46e-02      1.68e+00    6.17e-02    4.4e-07
 276430      2.27e+00    2.51e-01      1.66e+00    1.83e-01    4.4e-07
 276440      2.16e+00    1.29e-01      1.58e+00    9.39e-02    4.4e-07
 276450      2.08e+00    1.86e-01      1.52e+00    1.35e-01    4.4e-07
 276460      1.97e+00    2.21e-01      1.44e+00    1.62e-01    4.4e-07
 276470      1.96e+00    2.67e-01      1.43e+00    1.95e-01    4.4e-07
 276480      1.97e+00    2.05e-01      1.44e+00    1.50e-01    4.4e-07
 276490      2.09e+00    1.99e-01      1.52e+00    1.45e-01    4.4e-07
 276500      1.93e+00    1.82e-01      1.41e+00    1.33e-01    4.4e-07
 276510      2.31e+00    3.36e-01      1.69e+00    2.45e-01    4.4e-07
 276520      1.97e+00    2.42e-01      1.43e+00    1.76e-01    4.4e-07
 276530      1.93e+00    1.43e-01      1.41e+00    1.05e-01    4.4e-07
 276540      1.97e+00    1.99e-01      1.43e+00    1.45e-01    4.4e-07
 276550      2.13e+00    2.68e-01      1.55e+00    1.95e-01    4.4e-07
 276560      2.26e+00    1.26e-01      1.65e+00    9.20e-02    4.4e-07
 276570      2.33e+00    3.67e-01      1.70e+00    2.67e-01    4.4e-07
 276580      2.34e+00    2.76e-01      1.71e+00    2.01e-01    4.4e-07
 276590      2.12e+00    3.38e-01      1.54e+00    2.46e-01    4.4e-07
 276600      2.27e+00    2.31e-01      1.65e+00    1.69e-01    4.4e-07
 276610      1.81e+00    1.23e-01      1.32e+00    9.00e-02    4.4e-07
 276620      2.17e+00    2.45e-01      1.58e+00    1.79e-01    4.4e-07
 276630      1.95e+00    2.18e-01      1.43e+00    1.59e-01    4.4e-07
 276640      2.28e+00    1.76e-01      1.66e+00    1.29e-01    4.4e-07
 276650      2.19e+00    2.07e-01      1.60e+00    1.51e-01    4.4e-07
 276660      2.28e+00    1.80e-01      1.66e+00    1.32e-01    4.4e-07
 276670      1.95e+00    3.01e-01      1.42e+00    2.20e-01    4.4e-07
 276680      2.32e+00    1.96e-01      1.69e+00    1.43e-01    4.4e-07
 276690      1.81e+00    2.27e-01      1.32e+00    1.65e-01    4.4e-07
 276700      1.77e+00    2.25e-01      1.29e+00    1.64e-01    4.4e-07
 276710      2.31e+00    1.80e-01      1.68e+00    1.31e-01    4.4e-07
 276720      2.39e+00    1.66e-01      1.74e+00    1.21e-01    4.4e-07
 276730      2.12e+00    1.21e-01      1.54e+00    8.86e-02    4.4e-07
 276740      2.38e+00    3.17e-01      1.73e+00    2.31e-01    4.4e-07
 276750      1.96e+00    1.07e-01      1.43e+00    7.77e-02    4.4e-07
 276760      2.07e+00    2.01e-01      1.51e+00    1.47e-01    4.4e-07
 276770      2.17e+00    1.69e-01      1.58e+00    1.23e-01    4.4e-07
 276780      2.02e+00    3.79e-01      1.47e+00    2.77e-01    4.4e-07
 276790      1.91e+00    2.50e-01      1.40e+00    1.83e-01    4.4e-07
 276800      1.91e+00    1.83e-01      1.39e+00    1.33e-01    4.4e-07
 276810      2.43e+00    1.10e-01      1.77e+00    8.03e-02    4.4e-07
 276820      2.12e+00    1.63e-01      1.55e+00    1.19e-01    4.4e-07
 276830      2.09e+00    1.57e-01      1.52e+00    1.15e-01    4.4e-07
 276840      2.09e+00    2.49e-01      1.52e+00    1.82e-01    4.4e-07
 276850      1.98e+00    1.75e-01      1.45e+00    1.28e-01    4.4e-07
 276860      2.09e+00    1.66e-01      1.52e+00    1.21e-01    4.4e-07
 276870      1.77e+00    1.94e-01      1.29e+00    1.42e-01    4.4e-07
 276880      1.84e+00    9.48e-02      1.34e+00    6.91e-02    4.4e-07
 276890      1.97e+00    3.47e-01      1.44e+00    2.53e-01    4.4e-07
 276900      2.12e+00    3.09e-01      1.55e+00    2.25e-01    4.4e-07
 276910      2.17e+00    1.55e-01      1.58e+00    1.13e-01    4.4e-07
 276920      2.21e+00    1.95e-01      1.61e+00    1.42e-01    4.4e-07
 276930      2.07e+00    1.89e-01      1.51e+00    1.38e-01    4.4e-07
 276940      2.14e+00    9.30e-02      1.56e+00    6.78e-02    4.4e-07
 276950      2.19e+00    4.12e-01      1.60e+00    3.00e-01    4.4e-07
 276960      2.03e+00    1.33e-01      1.48e+00    9.69e-02    4.4e-07
 276970      2.21e+00    1.68e-01      1.61e+00    1.22e-01    4.4e-07
 276980      2.29e+00    1.94e-01      1.67e+00    1.42e-01    4.4e-07
 276990      1.99e+00    1.69e-01      1.45e+00    1.23e-01    4.4e-07
 277000      2.51e+00    1.80e-01      1.83e+00    1.31e-01    4.4e-07
 277010      2.56e+00    1.96e-01      1.87e+00    1.43e-01    4.4e-07
 277020      2.00e+00    1.33e-01      1.46e+00    9.69e-02    4.4e-07
 277030      2.21e+00    1.86e-01      1.61e+00    1.35e-01    4.4e-07
 277040      2.19e+00    1.74e-01      1.60e+00    1.27e-01    4.4e-07
 277050      1.94e+00    2.25e-01      1.42e+00    1.64e-01    4.4e-07
 277060      2.41e+00    1.56e-01      1.76e+00    1.14e-01    4.4e-07
 277070      2.41e+00    1.53e-01      1.76e+00    1.11e-01    4.4e-07
 277080      1.85e+00    1.58e-01      1.35e+00    1.15e-01    4.4e-07
 277090      1.77e+00    3.32e-01      1.29e+00    2.42e-01    4.4e-07
 277100      2.74e+00    1.43e-01      2.00e+00    1.04e-01    4.4e-07
 277110      1.97e+00    2.18e-01      1.44e+00    1.59e-01    4.4e-07
 277120      2.05e+00    2.28e-01      1.49e+00    1.66e-01    4.4e-07
 277130      2.18e+00    1.81e-01      1.59e+00    1.32e-01    4.4e-07
 277140      2.12e+00    2.63e-01      1.54e+00    1.92e-01    4.4e-07
 277150      2.15e+00    5.10e-01      1.57e+00    3.72e-01    4.4e-07
 277160      2.30e+00    1.41e-01      1.68e+00    1.03e-01    4.4e-07
 277170      2.14e+00    3.98e-01      1.56e+00    2.90e-01    4.4e-07
 277180      2.52e+00    1.55e-01      1.84e+00    1.13e-01    4.4e-07
 277190      2.14e+00    2.05e-01      1.56e+00    1.49e-01    4.4e-07
 277200      2.17e+00    2.10e-01      1.58e+00    1.53e-01    4.4e-07
 277210      2.22e+00    2.13e-01      1.62e+00    1.55e-01    4.4e-07
 277220      1.85e+00    1.28e-01      1.35e+00    9.36e-02    4.4e-07
 277230      2.12e+00    2.28e-01      1.54e+00    1.66e-01    4.4e-07
 277240      1.98e+00    2.00e-01      1.44e+00    1.46e-01    4.4e-07
 277250      1.98e+00    1.50e-01      1.44e+00    1.09e-01    4.4e-07
 277260      2.15e+00    2.49e-01      1.57e+00    1.82e-01    4.4e-07
 277270      1.89e+00    1.79e-01      1.38e+00    1.30e-01    4.4e-07
 277280      1.97e+00    2.08e-01      1.44e+00    1.51e-01    4.4e-07
 277290      1.86e+00    4.56e-01      1.35e+00    3.33e-01    4.4e-07
 277300      2.15e+00    2.13e-01      1.57e+00    1.55e-01    4.4e-07
 277310      2.30e+00    2.03e-01      1.68e+00    1.48e-01    4.4e-07
 277320      2.07e+00    1.85e-01      1.51e+00    1.35e-01    4.4e-07
 277330      2.02e+00    1.81e-01      1.47e+00    1.32e-01    4.4e-07
 277340      2.16e+00    2.19e-01      1.58e+00    1.59e-01    4.4e-07
 277350      2.08e+00    1.29e-01      1.52e+00    9.43e-02    4.4e-07
 277360      2.15e+00    3.59e-01      1.56e+00    2.61e-01    4.4e-07
 277370      1.83e+00    5.83e-01      1.34e+00    4.25e-01    4.4e-07
 277380      2.33e+00    1.53e-01      1.70e+00    1.11e-01    4.4e-07
 277390      1.98e+00    1.26e-01      1.45e+00    9.18e-02    4.4e-07
 277400      2.34e+00    1.29e-01      1.71e+00    9.43e-02    4.4e-07
 277410      2.15e+00    1.90e-01      1.57e+00    1.38e-01    4.4e-07
 277420      2.01e+00    2.16e-01      1.47e+00    1.58e-01    4.4e-07
 277430      2.08e+00    2.03e-01      1.52e+00    1.48e-01    4.4e-07
 277440      2.04e+00    2.10e-01      1.48e+00    1.53e-01    4.4e-07
 277450      2.19e+00    4.05e-01      1.60e+00    2.95e-01    4.4e-07
 277460      1.91e+00    2.87e-01      1.39e+00    2.10e-01    4.4e-07
 277470      2.16e+00    1.91e-01      1.58e+00    1.39e-01    4.4e-07
 277480      2.15e+00    2.21e-01      1.57e+00    1.61e-01    4.4e-07
 277490      2.33e+00    3.30e-01      1.70e+00    2.41e-01    4.4e-07
 277500      2.26e+00    1.29e-01      1.65e+00    9.39e-02    4.4e-07
 277510      1.95e+00    3.60e-01      1.42e+00    2.62e-01    4.4e-07
 277520      2.34e+00    1.76e-01      1.71e+00    1.28e-01    4.4e-07
 277530      2.06e+00    2.08e-01      1.51e+00    1.51e-01    4.4e-07
 277540      2.12e+00    1.66e-01      1.55e+00    1.21e-01    4.4e-07
 277550      2.25e+00    1.39e-01      1.64e+00    1.01e-01    4.4e-07
 277560      2.31e+00    2.76e-01      1.68e+00    2.01e-01    4.4e-07
 277570      1.89e+00    1.73e-01      1.38e+00    1.27e-01    4.4e-07
 277580      1.90e+00    2.30e-01      1.38e+00    1.68e-01    4.4e-07
 277590      2.01e+00    1.88e-01      1.47e+00    1.37e-01    4.4e-07
 277600      2.19e+00    1.51e-01      1.60e+00    1.10e-01    4.4e-07
 277610      2.09e+00    2.40e-01      1.53e+00    1.75e-01    4.4e-07
 277620      1.95e+00    2.47e-01      1.42e+00    1.80e-01    4.4e-07
 277630      2.31e+00    1.27e-01      1.68e+00    9.26e-02    4.4e-07
 277640      2.22e+00    1.57e-01      1.62e+00    1.14e-01    4.4e-07
 277650      1.75e+00    2.84e-01      1.28e+00    2.07e-01    4.4e-07
 277660      1.98e+00    3.08e-01      1.44e+00    2.24e-01    4.4e-07
 277670      1.99e+00    2.21e-01      1.45e+00    1.61e-01    4.4e-07
 277680      2.10e+00    2.31e-01      1.53e+00    1.68e-01    4.4e-07
 277690      2.04e+00    1.68e-01      1.49e+00    1.22e-01    4.4e-07
 277700      2.04e+00    1.45e-01      1.49e+00    1.06e-01    4.4e-07
 277710      2.03e+00    1.12e-01      1.48e+00    8.19e-02    4.4e-07
 277720      2.22e+00    2.41e-01      1.62e+00    1.76e-01    4.4e-07
 277730      2.04e+00    1.61e-01      1.49e+00    1.17e-01    4.4e-07
 277740      2.34e+00    2.04e-01      1.70e+00    1.49e-01    4.4e-07
 277750      1.87e+00    1.40e-01      1.36e+00    1.02e-01    4.4e-07
 277760      2.22e+00    1.22e-01      1.62e+00    8.88e-02    4.4e-07
 277770      2.16e+00    2.26e-01      1.58e+00    1.65e-01    4.4e-07
 277780      2.25e+00    2.79e-01      1.64e+00    2.04e-01    4.4e-07
 277790      1.90e+00    1.90e-01      1.39e+00    1.39e-01    4.4e-07
 277800      2.11e+00    1.60e-01      1.54e+00    1.16e-01    4.4e-07
 277810      2.04e+00    1.27e-01      1.49e+00    9.26e-02    4.4e-07
 277820      2.14e+00    1.40e-01      1.56e+00    1.02e-01    4.4e-07
 277830      2.34e+00    2.06e-01      1.70e+00    1.50e-01    4.4e-07
 277840      1.97e+00    2.86e-01      1.44e+00    2.08e-01    4.4e-07
 277850      1.82e+00    1.51e-01      1.33e+00    1.10e-01    4.4e-07
 277860      2.21e+00    1.56e-01      1.61e+00    1.14e-01    4.4e-07
 277870      1.85e+00    1.89e-01      1.35e+00    1.38e-01    4.4e-07
 277880      2.02e+00    2.19e-01      1.47e+00    1.59e-01    4.4e-07
 277890      2.02e+00    1.76e-01      1.47e+00    1.29e-01    4.4e-07
 277900      2.32e+00    2.68e-01      1.69e+00    1.95e-01    4.4e-07
 277910      2.53e+00    1.83e-01      1.85e+00    1.33e-01    4.4e-07
 277920      2.04e+00    1.34e-01      1.49e+00    9.81e-02    4.4e-07
 277930      2.09e+00    2.32e-01      1.53e+00    1.69e-01    4.4e-07
 277940      2.14e+00    1.04e-01      1.56e+00    7.61e-02    4.4e-07
 277950      2.38e+00    1.50e-01      1.74e+00    1.10e-01    4.4e-07
 277960      2.26e+00    2.58e-01      1.65e+00    1.88e-01    4.4e-07
 277970      1.94e+00    1.42e-01      1.41e+00    1.03e-01    4.4e-07
 277980      2.06e+00    1.85e-01      1.50e+00    1.35e-01    4.4e-07
 277990      2.02e+00    1.98e-01      1.48e+00    1.44e-01    4.4e-07
 278000      2.26e+00    2.11e-01      1.65e+00    1.54e-01    4.4e-07
 278010      2.20e+00    4.59e-01      1.60e+00    3.35e-01    4.4e-07
 278020      1.88e+00    1.69e-01      1.37e+00    1.23e-01    4.4e-07
 278030      2.28e+00    2.18e-01      1.66e+00    1.59e-01    4.4e-07
 278040      1.73e+00    2.35e-01      1.26e+00    1.71e-01    4.4e-07
 278050      2.08e+00    2.23e-01      1.52e+00    1.62e-01    4.4e-07
 278060      2.09e+00    2.63e-01      1.52e+00    1.92e-01    4.4e-07
 278070      2.48e+00    2.80e-01      1.81e+00    2.04e-01    4.4e-07
 278080      2.10e+00    3.46e-01      1.53e+00    2.53e-01    4.4e-07
 278090      2.20e+00    2.17e-01      1.60e+00    1.58e-01    4.4e-07
 278100      2.23e+00    1.55e-01      1.63e+00    1.13e-01    4.4e-07
 278110      2.34e+00    2.04e-01      1.71e+00    1.49e-01    4.4e-07
 278120      2.21e+00    1.58e-01      1.61e+00    1.16e-01    4.4e-07
 278130      1.93e+00    1.28e-01      1.41e+00    9.36e-02    4.4e-07
 278140      2.22e+00    1.27e-01      1.62e+00    9.23e-02    4.4e-07
 278150      1.93e+00    1.94e-01      1.41e+00    1.42e-01    4.4e-07
 278160      2.22e+00    2.45e-01      1.62e+00    1.79e-01    4.4e-07
 278170      2.07e+00    1.94e-01      1.51e+00    1.42e-01    4.4e-07
 278180      2.39e+00    2.02e-01      1.74e+00    1.47e-01    4.4e-07
 278190      2.26e+00    1.74e-01      1.65e+00    1.27e-01    4.4e-07
 278200      2.14e+00    1.54e-01      1.56e+00    1.12e-01    4.4e-07
 278210      2.38e+00    2.15e-01      1.74e+00    1.57e-01    4.4e-07
 278220      2.18e+00    3.14e-01      1.59e+00    2.29e-01    4.4e-07
 278230      1.98e+00    1.97e-01      1.44e+00    1.43e-01    4.4e-07
 278240      2.28e+00    2.15e-01      1.67e+00    1.57e-01    4.4e-07
 278250      2.41e+00    1.43e-01      1.76e+00    1.05e-01    4.4e-07
 278260      2.27e+00    1.77e-01      1.66e+00    1.29e-01    4.4e-07
 278270      2.26e+00    2.06e-01      1.65e+00    1.51e-01    4.4e-07
 278280      2.00e+00    1.33e-01      1.46e+00    9.73e-02    4.4e-07
 278290      2.28e+00    2.54e-01      1.66e+00    1.85e-01    4.4e-07
 278300      2.31e+00    4.66e-01      1.68e+00    3.40e-01    4.4e-07
 278310      1.80e+00    2.38e-01      1.31e+00    1.73e-01    4.4e-07
 278320      1.93e+00    2.62e-01      1.41e+00    1.91e-01    4.4e-07
 278330      1.96e+00    3.02e-01      1.43e+00    2.20e-01    4.4e-07
 278340      2.17e+00    2.93e-01      1.58e+00    2.14e-01    4.4e-07
 278350      2.01e+00    1.86e-01      1.46e+00    1.36e-01    4.4e-07
 278360      2.30e+00    1.94e-01      1.68e+00    1.42e-01    4.4e-07
 278370      2.34e+00    2.31e-01      1.71e+00    1.68e-01    4.4e-07
 278380      2.09e+00    2.95e-01      1.52e+00    2.15e-01    4.4e-07
 278390      2.31e+00    1.67e-01      1.68e+00    1.22e-01    4.4e-07
 278400      2.22e+00    2.46e-01      1.62e+00    1.80e-01    4.4e-07
 278410      2.03e+00    1.88e-01      1.48e+00    1.37e-01    4.4e-07
 278420      2.46e+00    4.41e-01      1.79e+00    3.21e-01    4.4e-07
 278430      1.99e+00    1.49e-01      1.45e+00    1.09e-01    4.4e-07
 278440      2.23e+00    2.93e-01      1.63e+00    2.14e-01    4.4e-07
 278450      2.04e+00    2.51e-01      1.49e+00    1.83e-01    4.4e-07
 278460      1.93e+00    1.46e-01      1.40e+00    1.07e-01    4.4e-07
 278470      2.14e+00    1.91e-01      1.56e+00    1.39e-01    4.4e-07
 278480      2.42e+00    1.41e-01      1.76e+00    1.03e-01    4.4e-07
 278490      1.98e+00    1.76e-01      1.44e+00    1.28e-01    4.4e-07
 278500      1.76e+00    2.34e-01      1.28e+00    1.70e-01    4.4e-07
 278510      2.19e+00    1.37e-01      1.60e+00    9.99e-02    4.4e-07
 278520      2.28e+00    1.82e-01      1.67e+00    1.33e-01    4.4e-07
 278530      2.64e+00    3.64e-01      1.93e+00    2.66e-01    4.4e-07
 278540      2.02e+00    2.47e-01      1.48e+00    1.80e-01    4.4e-07
 278550      2.12e+00    1.97e-01      1.55e+00    1.44e-01    4.4e-07
 278560      2.28e+00    2.03e-01      1.66e+00    1.48e-01    4.4e-07
 278570      1.91e+00    1.45e-01      1.39e+00    1.06e-01    4.4e-07
 278580      2.07e+00    2.05e-01      1.51e+00    1.50e-01    4.4e-07
 278590      1.85e+00    2.07e-01      1.35e+00    1.51e-01    4.4e-07
 278600      1.92e+00    1.21e-01      1.40e+00    8.82e-02    4.4e-07
 278610      1.96e+00    2.86e-01      1.43e+00    2.08e-01    4.4e-07
 278620      2.27e+00    2.35e-01      1.65e+00    1.72e-01    4.4e-07
 278630      2.73e+00    9.19e-02      1.99e+00    6.70e-02    4.4e-07
 278640      1.93e+00    1.67e-01      1.41e+00    1.22e-01    4.4e-07
 278650      1.97e+00    1.96e-01      1.43e+00    1.43e-01    4.4e-07
 278660      2.09e+00    2.00e-01      1.52e+00    1.46e-01    4.4e-07
 278670      2.86e+00    2.50e-01      2.09e+00    1.83e-01    4.4e-07
 278680      2.18e+00    1.36e-01      1.59e+00    9.95e-02    4.4e-07
 278690      2.27e+00    1.29e-01      1.66e+00    9.42e-02    4.4e-07
 278700      1.91e+00    2.58e-01      1.39e+00    1.88e-01    4.4e-07
 278710      2.20e+00    2.56e-01      1.60e+00    1.87e-01    4.4e-07
 278720      2.13e+00    1.86e-01      1.55e+00    1.36e-01    4.4e-07
 278730      2.15e+00    2.06e-01      1.57e+00    1.50e-01    4.4e-07
 278740      2.17e+00    2.03e-01      1.58e+00    1.48e-01    4.4e-07
 278750      2.11e+00    1.22e-01      1.54e+00    8.91e-02    4.4e-07
 278760      2.33e+00    2.46e-01      1.70e+00    1.80e-01    4.4e-07
 278770      2.30e+00    1.74e-01      1.68e+00    1.27e-01    4.4e-07
 278780      2.36e+00    1.27e-01      1.72e+00    9.30e-02    4.4e-07
 278790      1.91e+00    1.90e-01      1.39e+00    1.39e-01    4.4e-07
 278800      2.18e+00    2.98e-01      1.59e+00    2.17e-01    4.4e-07
 278810      2.12e+00    1.67e-01      1.55e+00    1.22e-01    4.4e-07
 278820      2.05e+00    2.15e-01      1.49e+00    1.57e-01    4.4e-07
 278830      2.12e+00    1.44e-01      1.55e+00    1.05e-01    4.4e-07
 278840      2.06e+00    1.59e-01      1.50e+00    1.16e-01    4.4e-07
 278850      2.04e+00    1.61e-01      1.49e+00    1.18e-01    4.4e-07
 278860      2.21e+00    1.13e-01      1.61e+00    8.24e-02    4.4e-07
 278870      2.19e+00    2.06e-01      1.59e+00    1.50e-01    4.4e-07
 278880      2.32e+00    3.40e-01      1.69e+00    2.48e-01    4.4e-07
 278890      2.37e+00    2.54e-01      1.73e+00    1.85e-01    4.4e-07
 278900      2.25e+00    3.16e-01      1.64e+00    2.30e-01    4.4e-07
 278910      2.23e+00    1.66e-01      1.62e+00    1.21e-01    4.4e-07
 278920      1.98e+00    1.86e-01      1.44e+00    1.35e-01    4.4e-07
 278930      2.16e+00    3.30e-01      1.58e+00    2.41e-01    4.4e-07
 278940      2.12e+00    2.10e-01      1.55e+00    1.53e-01    4.4e-07
 278950      2.07e+00    1.10e-01      1.51e+00    8.03e-02    4.4e-07
