#  step      rmse_val    rmse_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 126120      9.09e+00    7.45e-01      1.41e+00    1.15e-01    2.0e-05
 126130      9.47e+00    7.47e-01      1.46e+00    1.16e-01    2.0e-05
 126140      8.82e+00    7.22e-01      1.36e+00    1.12e-01    2.0e-05
 126150      7.88e+00    4.28e-01      1.22e+00    6.62e-02    2.0e-05
 126160      1.01e+01    1.02e+00      1.55e+00    1.58e-01    2.0e-05
 126170      9.38e+00    6.99e-01      1.45e+00    1.08e-01    2.0e-05
 126180      1.11e+01    1.07e+00      1.71e+00    1.65e-01    2.0e-05
 126190      9.18e+00    5.41e-01      1.42e+00    8.37e-02    2.0e-05
 126200      1.06e+01    1.07e+00      1.64e+00    1.65e-01    2.0e-05
 126210      9.67e+00    8.97e-01      1.50e+00    1.39e-01    2.0e-05
 126220      8.27e+00    7.89e-01      1.28e+00    1.22e-01    2.0e-05
 126230      1.12e+01    1.37e+00      1.73e+00    2.11e-01    2.0e-05
 126240      9.26e+00    8.96e-01      1.43e+00    1.39e-01    2.0e-05
 126250      1.14e+01    9.21e-01      1.76e+00    1.42e-01    2.0e-05
 126260      8.93e+00    1.18e+00      1.38e+00    1.83e-01    2.0e-05
 126270      1.07e+01    9.42e-01      1.65e+00    1.46e-01    2.0e-05
 126280      9.81e+00    8.15e-01      1.52e+00    1.26e-01    2.0e-05
 126290      1.05e+01    8.29e-01      1.62e+00    1.28e-01    2.0e-05
 126300      9.18e+00    6.19e-01      1.42e+00    9.58e-02    2.0e-05
 126310      1.13e+01    9.14e-01      1.74e+00    1.41e-01    2.0e-05
 126320      1.04e+01    1.19e+00      1.60e+00    1.85e-01    2.0e-05
 126330      9.00e+00    8.05e-01      1.39e+00    1.25e-01    2.0e-05
 126340      8.56e+00    8.11e-01      1.32e+00    1.25e-01    2.0e-05
 126350      9.48e+00    6.01e-01      1.47e+00    9.29e-02    2.0e-05
 126360      1.04e+01    1.13e+00      1.60e+00    1.74e-01    2.0e-05
 126370      1.11e+01    6.86e-01      1.72e+00    1.06e-01    2.0e-05
 126380      1.17e+01    9.17e-01      1.81e+00    1.42e-01    2.0e-05
 126390      9.27e+00    1.35e+00      1.43e+00    2.09e-01    2.0e-05
 126400      1.01e+01    1.30e+00      1.56e+00    2.01e-01    2.0e-05
 126410      1.08e+01    9.67e-01      1.66e+00    1.50e-01    2.0e-05
 126420      9.49e+00    9.33e-01      1.47e+00    1.44e-01    2.0e-05
 126430      1.02e+01    8.32e-01      1.57e+00    1.29e-01    2.0e-05
 126440      9.66e+00    4.90e-01      1.49e+00    7.58e-02    2.0e-05
 126450      9.92e+00    8.38e-01      1.53e+00    1.30e-01    2.0e-05
 126460      1.12e+01    7.37e-01      1.73e+00    1.14e-01    2.0e-05
 126470      1.12e+01    9.42e-01      1.74e+00    1.46e-01    2.0e-05
 126480      1.08e+01    6.51e-01      1.67e+00    1.01e-01    2.0e-05
 126490      1.03e+01    7.70e-01      1.59e+00    1.19e-01    2.0e-05
 126500      1.10e+01    1.22e+00      1.71e+00    1.88e-01    2.0e-05
 126510      1.09e+01    6.02e-01      1.69e+00    9.31e-02    2.0e-05
 126520      1.02e+01    7.89e-01      1.58e+00    1.22e-01    2.0e-05
 126530      9.93e+00    1.66e+00      1.53e+00    2.57e-01    2.0e-05
 126540      1.13e+01    7.44e-01      1.75e+00    1.15e-01    2.0e-05
 126550      8.89e+00    1.26e+00      1.37e+00    1.94e-01    2.0e-05
 126560      1.22e+01    1.07e+00      1.89e+00    1.66e-01    2.0e-05
 126570      1.14e+01    1.01e+00      1.76e+00    1.56e-01    2.0e-05
 126580      1.04e+01    7.65e-01      1.61e+00    1.18e-01    2.0e-05
 126590      1.01e+01    8.48e-01      1.56e+00    1.31e-01    2.0e-05
 126600      1.10e+01    5.06e-01      1.71e+00    7.83e-02    2.0e-05
 126610      8.63e+00    1.29e+00      1.33e+00    1.99e-01    2.0e-05
 126620      1.03e+01    7.99e-01      1.59e+00    1.23e-01    2.0e-05
 126630      9.28e+00    1.68e+00      1.43e+00    2.59e-01    2.0e-05
 126640      1.09e+01    1.46e+00      1.68e+00    2.27e-01    2.0e-05
 126650      9.93e+00    6.82e-01      1.54e+00    1.05e-01    2.0e-05
 126660      1.01e+01    1.41e+00      1.56e+00    2.18e-01    2.0e-05
 126670      9.42e+00    8.63e-01      1.46e+00    1.33e-01    2.0e-05
 126680      1.04e+01    7.08e-01      1.61e+00    1.09e-01    2.0e-05
 126690      9.86e+00    6.37e-01      1.52e+00    9.85e-02    2.0e-05
 126700      9.77e+00    9.65e-01      1.51e+00    1.49e-01    2.0e-05
 126710      1.09e+01    6.99e-01      1.68e+00    1.08e-01    2.0e-05
 126720      9.35e+00    1.27e+00      1.45e+00    1.96e-01    2.0e-05
 126730      9.73e+00    8.80e-01      1.50e+00    1.36e-01    2.0e-05
 126740      9.37e+00    6.34e-01      1.45e+00    9.80e-02    2.0e-05
 126750      1.06e+01    1.07e+00      1.63e+00    1.65e-01    2.0e-05
 126760      9.28e+00    7.54e-01      1.43e+00    1.17e-01    2.0e-05
 126770      1.09e+01    6.61e-01      1.69e+00    1.02e-01    2.0e-05
 126780      9.80e+00    6.52e-01      1.52e+00    1.01e-01    2.0e-05
 126790      9.68e+00    6.94e-01      1.50e+00    1.07e-01    2.0e-05
 126800      1.07e+01    1.01e+00      1.65e+00    1.56e-01    2.0e-05
 126810      1.03e+01    9.16e-01      1.60e+00    1.42e-01    2.0e-05
 126820      8.98e+00    1.78e+00      1.39e+00    2.75e-01    2.0e-05
 126830      8.38e+00    1.03e+00      1.30e+00    1.59e-01    2.0e-05
 126840      9.21e+00    1.09e+00      1.42e+00    1.69e-01    2.0e-05
 126850      1.00e+01    1.24e+00      1.55e+00    1.92e-01    2.0e-05
 126860      8.03e+00    1.54e+00      1.24e+00    2.38e-01    2.0e-05
 126870      9.76e+00    1.27e+00      1.51e+00    1.97e-01    2.0e-05
 126880      1.09e+01    7.44e-01      1.69e+00    1.15e-01    2.0e-05
 126890      9.32e+00    8.69e-01      1.44e+00    1.34e-01    2.0e-05
 126900      1.02e+01    1.59e+00      1.58e+00    2.47e-01    2.0e-05
 126910      1.09e+01    7.82e-01      1.68e+00    1.21e-01    2.0e-05
 126920      1.17e+01    9.94e-01      1.81e+00    1.54e-01    2.0e-05
 126930      1.03e+01    9.76e-01      1.60e+00    1.51e-01    2.0e-05
 126940      1.08e+01    1.40e+00      1.68e+00    2.16e-01    2.0e-05
 126950      9.89e+00    9.55e-01      1.53e+00    1.48e-01    2.0e-05
 126960      1.09e+01    5.43e-01      1.68e+00    8.40e-02    2.0e-05
 126970      1.11e+01    9.42e-01      1.71e+00    1.46e-01    2.0e-05
 126980      9.51e+00    9.74e-01      1.47e+00    1.51e-01    2.0e-05
 126990      9.15e+00    1.45e+00      1.41e+00    2.24e-01    2.0e-05
 127000      9.88e+00    7.31e-01      1.53e+00    1.13e-01    2.0e-05
 127010      1.05e+01    7.73e-01      1.62e+00    1.20e-01    2.0e-05
 127020      9.01e+00    6.97e-01      1.39e+00    1.08e-01    2.0e-05
 127030      9.72e+00    8.90e-01      1.50e+00    1.38e-01    2.0e-05
 127040      1.19e+01    6.26e-01      1.84e+00    9.69e-02    2.0e-05
 127050      1.02e+01    5.52e-01      1.57e+00    8.54e-02    2.0e-05
 127060      1.09e+01    7.73e-01      1.69e+00    1.19e-01    2.0e-05
 127070      1.08e+01    6.63e-01      1.68e+00    1.02e-01    2.0e-05
 127080      9.49e+00    1.05e+00      1.47e+00    1.62e-01    2.0e-05
 127090      1.07e+01    6.09e-01      1.65e+00    9.41e-02    2.0e-05
 127100      1.11e+01    7.46e-01      1.72e+00    1.15e-01    2.0e-05
 127110      1.03e+01    9.11e-01      1.59e+00    1.41e-01    2.0e-05
 127120      1.08e+01    8.25e-01      1.67e+00    1.28e-01    2.0e-05
 127130      1.09e+01    1.07e+00      1.69e+00    1.65e-01    2.0e-05
 127140      9.85e+00    1.04e+00      1.52e+00    1.61e-01    2.0e-05
 127150      8.83e+00    2.98e+00      1.37e+00    4.61e-01    2.0e-05
 127160      9.57e+00    7.61e-01      1.48e+00    1.18e-01    2.0e-05
 127170      8.65e+00    6.25e-01      1.34e+00    9.67e-02    2.0e-05
 127180      9.26e+00    5.76e-01      1.43e+00    8.90e-02    2.0e-05
 127190      1.00e+01    1.66e+00      1.55e+00    2.57e-01    2.0e-05
 127200      9.44e+00    5.14e-01      1.46e+00    7.95e-02    2.0e-05
 127210      9.46e+00    7.05e-01      1.46e+00    1.09e-01    2.0e-05
 127220      1.04e+01    1.08e+00      1.61e+00    1.66e-01    2.0e-05
 127230      8.16e+00    1.09e+00      1.26e+00    1.69e-01    2.0e-05
 127240      9.39e+00    8.43e-01      1.45e+00    1.30e-01    2.0e-05
 127250      8.33e+00    1.24e+00      1.29e+00    1.92e-01    2.0e-05
 127260      1.02e+01    8.88e-01      1.58e+00    1.37e-01    2.0e-05
 127270      1.01e+01    6.19e-01      1.57e+00    9.57e-02    2.0e-05
 127280      9.48e+00    9.67e-01      1.47e+00    1.50e-01    2.0e-05
 127290      9.34e+00    2.51e+00      1.44e+00    3.88e-01    2.0e-05
 127300      1.11e+01    1.34e+00      1.72e+00    2.08e-01    2.0e-05
 127310      1.11e+01    6.65e-01      1.71e+00    1.03e-01    2.0e-05
 127320      9.82e+00    6.57e-01      1.52e+00    1.02e-01    2.0e-05
 127330      1.11e+01    7.81e-01      1.72e+00    1.21e-01    2.0e-05
 127340      9.80e+00    7.49e-01      1.52e+00    1.16e-01    2.0e-05
 127350      8.74e+00    1.32e+00      1.35e+00    2.05e-01    2.0e-05
 127360      1.01e+01    6.80e-01      1.56e+00    1.05e-01    2.0e-05
 127370      9.74e+00    8.16e-01      1.51e+00    1.26e-01    2.0e-05
 127380      1.08e+01    1.53e+00      1.66e+00    2.36e-01    2.0e-05
 127390      1.07e+01    1.28e+00      1.65e+00    1.98e-01    2.0e-05
 127400      9.61e+00    1.41e+00      1.49e+00    2.18e-01    2.0e-05
 127410      9.72e+00    6.15e-01      1.50e+00    9.51e-02    2.0e-05
 127420      1.03e+01    1.27e+00      1.59e+00    1.97e-01    2.0e-05
 127430      8.50e+00    9.46e-01      1.31e+00    1.46e-01    2.0e-05
 127440      9.35e+00    5.23e-01      1.45e+00    8.09e-02    2.0e-05
 127450      1.01e+01    1.44e+00      1.56e+00    2.23e-01    2.0e-05
 127460      1.13e+01    5.12e-01      1.75e+00    7.92e-02    2.0e-05
 127470      1.02e+01    8.47e-01      1.58e+00    1.31e-01    2.0e-05
 127480      9.47e+00    5.70e-01      1.46e+00    8.82e-02    2.0e-05
 127490      1.11e+01    8.84e-01      1.72e+00    1.37e-01    2.0e-05
 127500      9.11e+00    9.22e-01      1.41e+00    1.43e-01    2.0e-05
 127510      9.92e+00    9.55e-01      1.53e+00    1.48e-01    2.0e-05
 127520      1.07e+01    4.25e-01      1.65e+00    6.57e-02    2.0e-05
 127530      1.16e+01    8.11e-01      1.80e+00    1.25e-01    2.0e-05
 127540      1.10e+01    8.18e-01      1.70e+00    1.27e-01    2.0e-05
 127550      1.02e+01    1.36e+00      1.58e+00    2.10e-01    2.0e-05
 127560      1.08e+01    5.95e-01      1.67e+00    9.19e-02    2.0e-05
 127570      1.04e+01    1.43e+00      1.61e+00    2.22e-01    2.0e-05
 127580      1.02e+01    1.03e+00      1.58e+00    1.59e-01    2.0e-05
 127590      1.09e+01    7.58e-01      1.68e+00    1.17e-01    2.0e-05
 127600      1.00e+01    1.25e+00      1.55e+00    1.94e-01    2.0e-05
 127610      9.84e+00    8.62e-01      1.52e+00    1.33e-01    2.0e-05
 127620      9.82e+00    1.51e+00      1.52e+00    2.34e-01    2.0e-05
 127630      7.95e+00    8.46e-01      1.23e+00    1.31e-01    2.0e-05
 127640      9.67e+00    1.04e+00      1.49e+00    1.61e-01    2.0e-05
 127650      9.79e+00    9.62e-01      1.51e+00    1.49e-01    2.0e-05
 127660      9.26e+00    8.02e-01      1.43e+00    1.24e-01    2.0e-05
 127670      1.07e+01    1.22e+00      1.66e+00    1.89e-01    2.0e-05
 127680      9.43e+00    7.94e-01      1.46e+00    1.23e-01    2.0e-05
 127690      1.22e+01    8.87e-01      1.89e+00    1.37e-01    2.0e-05
 127700      1.11e+01    2.08e+00      1.72e+00    3.22e-01    2.0e-05
 127710      8.01e+00    1.11e+00      1.24e+00    1.72e-01    2.0e-05
 127720      9.26e+00    7.85e-01      1.43e+00    1.21e-01    2.0e-05
 127730      1.01e+01    1.18e+00      1.56e+00    1.82e-01    2.0e-05
 127740      1.07e+01    5.75e-01      1.66e+00    8.89e-02    2.0e-05
 127750      1.01e+01    6.25e-01      1.57e+00    9.67e-02    2.0e-05
 127760      1.01e+01    8.80e-01      1.57e+00    1.36e-01    2.0e-05
 127770      9.80e+00    1.10e+00      1.52e+00    1.70e-01    2.0e-05
 127780      8.76e+00    1.05e+00      1.35e+00    1.62e-01    2.0e-05
 127790      1.03e+01    6.92e-01      1.59e+00    1.07e-01    2.0e-05
 127800      1.05e+01    5.90e-01      1.62e+00    9.12e-02    2.0e-05
 127810      1.04e+01    5.86e-01      1.61e+00    9.06e-02    2.0e-05
 127820      1.06e+01    7.57e-01      1.64e+00    1.17e-01    2.0e-05
 127830      1.14e+01    7.63e-01      1.76e+00    1.18e-01    2.0e-05
 127840      1.18e+01    1.92e+00      1.82e+00    2.97e-01    2.0e-05
 127850      9.56e+00    6.52e-01      1.48e+00    1.01e-01    2.0e-05
 127860      1.05e+01    7.88e-01      1.63e+00    1.22e-01    2.0e-05
 127870      9.19e+00    8.64e-01      1.42e+00    1.34e-01    2.0e-05
 127880      1.14e+01    7.31e-01      1.76e+00    1.13e-01    2.0e-05
 127890      9.00e+00    2.83e+00      1.39e+00    4.37e-01    2.0e-05
 127900      8.94e+00    7.32e-01      1.38e+00    1.13e-01    2.0e-05
 127910      9.88e+00    7.58e-01      1.53e+00    1.17e-01    2.0e-05
 127920      1.08e+01    8.89e-01      1.68e+00    1.38e-01    2.0e-05
 127930      1.04e+01    1.01e+00      1.60e+00    1.56e-01    2.0e-05
 127940      9.53e+00    1.42e+00      1.47e+00    2.20e-01    2.0e-05
 127950      9.48e+00    1.08e+00      1.47e+00    1.67e-01    2.0e-05
 127960      9.00e+00    1.05e+00      1.39e+00    1.63e-01    2.0e-05
 127970      9.36e+00    1.14e+00      1.45e+00    1.76e-01    2.0e-05
 127980      9.86e+00    8.00e-01      1.53e+00    1.24e-01    2.0e-05
 127990      1.01e+01    1.52e+00      1.56e+00    2.36e-01    2.0e-05
 128000      9.91e+00    6.17e-01      1.53e+00    9.55e-02    2.0e-05
 128010      1.09e+01    6.87e-01      1.69e+00    1.06e-01    2.0e-05
 128020      1.20e+01    1.52e+00      1.86e+00    2.34e-01    2.0e-05
 128030      1.02e+01    9.41e-01      1.58e+00    1.45e-01    2.0e-05
 128040      9.20e+00    1.22e+00      1.42e+00    1.89e-01    2.0e-05
 128050      1.20e+01    1.09e+00      1.85e+00    1.68e-01    2.0e-05
 128060      9.59e+00    6.74e-01      1.48e+00    1.04e-01    2.0e-05
 128070      1.01e+01    1.33e+00      1.56e+00    2.05e-01    2.0e-05
 128080      1.07e+01    7.17e-01      1.66e+00    1.11e-01    2.0e-05
 128090      9.61e+00    1.02e+00      1.49e+00    1.57e-01    2.0e-05
 128100      1.12e+01    1.02e+00      1.73e+00    1.58e-01    2.0e-05
 128110      9.93e+00    7.90e-01      1.54e+00    1.22e-01    2.0e-05
 128120      9.08e+00    7.24e-01      1.40e+00    1.12e-01    2.0e-05
 128130      1.20e+01    8.24e-01      1.86e+00    1.27e-01    2.0e-05
 128140      9.19e+00    7.89e-01      1.42e+00    1.22e-01    2.0e-05
 128150      1.01e+01    1.28e+00      1.55e+00    1.98e-01    2.0e-05
 128160      9.45e+00    1.08e+00      1.46e+00    1.66e-01    2.0e-05
 128170      9.60e+00    7.50e-01      1.48e+00    1.16e-01    2.0e-05
 128180      1.13e+01    6.87e-01      1.75e+00    1.06e-01    2.0e-05
 128190      9.81e+00    8.96e-01      1.52e+00    1.39e-01    2.0e-05
 128200      1.04e+01    9.69e-01      1.60e+00    1.50e-01    2.0e-05
 128210      9.65e+00    8.30e-01      1.49e+00    1.28e-01    2.0e-05
 128220      1.08e+01    1.09e+00      1.67e+00    1.69e-01    2.0e-05
 128230      8.99e+00    6.22e-01      1.39e+00    9.63e-02    2.0e-05
 128240      1.12e+01    1.42e+00      1.73e+00    2.20e-01    2.0e-05
 128250      1.14e+01    8.10e-01      1.77e+00    1.25e-01    2.0e-05
 128260      1.05e+01    1.37e+00      1.63e+00    2.11e-01    2.0e-05
 128270      9.25e+00    8.31e-01      1.43e+00    1.28e-01    2.0e-05
 128280      1.18e+01    8.22e-01      1.82e+00    1.27e-01    2.0e-05
 128290      9.31e+00    7.87e-01      1.44e+00    1.22e-01    2.0e-05
 128300      9.11e+00    6.73e-01      1.41e+00    1.04e-01    2.0e-05
 128310      1.11e+01    8.63e-01      1.71e+00    1.34e-01    2.0e-05
 128320      1.03e+01    1.06e+00      1.59e+00    1.63e-01    2.0e-05
 128330      9.37e+00    1.20e+00      1.45e+00    1.85e-01    2.0e-05
 128340      1.15e+01    4.01e-01      1.77e+00    6.19e-02    2.0e-05
 128350      9.45e+00    1.15e+00      1.46e+00    1.78e-01    2.0e-05
 128360      9.01e+00    8.51e-01      1.39e+00    1.32e-01    2.0e-05
 128370      1.15e+01    8.06e-01      1.78e+00    1.25e-01    2.0e-05
 128380      8.56e+00    1.20e+00      1.32e+00    1.85e-01    2.0e-05
 128390      1.10e+01    6.84e-01      1.70e+00    1.06e-01    2.0e-05
 128400      1.03e+01    1.84e+00      1.60e+00    2.84e-01    2.0e-05
 128410      8.53e+00    6.90e-01      1.32e+00    1.07e-01    2.0e-05
 128420      1.01e+01    1.18e+00      1.56e+00    1.82e-01    2.0e-05
 128430      9.04e+00    7.33e-01      1.40e+00    1.13e-01    2.0e-05
 128440      1.02e+01    8.94e-01      1.58e+00    1.38e-01    2.0e-05
 128450      1.04e+01    9.07e-01      1.61e+00    1.40e-01    2.0e-05
 128460      9.95e+00    6.51e-01      1.54e+00    1.01e-01    2.0e-05
 128470      1.09e+01    6.55e-01      1.68e+00    1.01e-01    2.0e-05
 128480      1.01e+01    9.07e-01      1.57e+00    1.40e-01    2.0e-05
 128490      9.63e+00    1.49e+00      1.49e+00    2.30e-01    2.0e-05
 128500      1.10e+01    1.03e+00      1.71e+00    1.59e-01    2.0e-05
 128510      1.10e+01    1.05e+00      1.71e+00    1.62e-01    2.0e-05
 128520      9.69e+00    9.08e-01      1.50e+00    1.40e-01    2.0e-05
 128530      9.86e+00    8.11e-01      1.52e+00    1.25e-01    2.0e-05
 128540      9.65e+00    7.53e-01      1.49e+00    1.16e-01    2.0e-05
 128550      1.09e+01    8.90e-01      1.68e+00    1.38e-01    2.0e-05
 128560      9.59e+00    1.11e+00      1.48e+00    1.72e-01    2.0e-05
 128570      1.03e+01    8.89e-01      1.60e+00    1.38e-01    2.0e-05
 128580      8.91e+00    8.75e-01      1.38e+00    1.35e-01    2.0e-05
 128590      1.15e+01    8.25e-01      1.78e+00    1.28e-01    2.0e-05
 128600      8.95e+00    8.87e-01      1.38e+00    1.37e-01    2.0e-05
 128610      1.03e+01    8.80e-01      1.60e+00    1.36e-01    2.0e-05
 128620      9.58e+00    9.66e-01      1.48e+00    1.49e-01    2.0e-05
 128630      9.45e+00    7.09e-01      1.46e+00    1.10e-01    2.0e-05
 128640      9.41e+00    5.75e-01      1.46e+00    8.89e-02    2.0e-05
 128650      1.04e+01    1.47e+00      1.61e+00    2.27e-01    2.0e-05
 128660      1.02e+01    1.02e+00      1.58e+00    1.57e-01    2.0e-05
 128670      9.56e+00    8.15e-01      1.48e+00    1.26e-01    2.0e-05
 128680      9.89e+00    6.33e-01      1.53e+00    9.79e-02    2.0e-05
 128690      9.41e+00    7.78e-01      1.46e+00    1.20e-01    2.0e-05
 128700      9.65e+00    7.45e-01      1.49e+00    1.15e-01    2.0e-05
 128710      1.07e+01    6.54e-01      1.66e+00    1.01e-01    2.0e-05
 128720      1.06e+01    5.86e-01      1.63e+00    9.06e-02    2.0e-05
 128730      9.16e+00    1.46e+00      1.42e+00    2.26e-01    2.0e-05
 128740      1.16e+01    9.92e-01      1.79e+00    1.53e-01    2.0e-05
 128750      8.84e+00    8.48e-01      1.37e+00    1.31e-01    2.0e-05
 128760      9.32e+00    1.28e+00      1.44e+00    1.98e-01    2.0e-05
 128770      9.18e+00    9.08e-01      1.42e+00    1.40e-01    2.0e-05
 128780      1.04e+01    9.50e-01      1.60e+00    1.47e-01    2.0e-05
 128790      1.02e+01    1.04e+00      1.58e+00    1.61e-01    2.0e-05
 128800      1.26e+01    7.84e-01      1.95e+00    1.21e-01    2.0e-05
 128810      9.23e+00    1.07e+00      1.43e+00    1.65e-01    2.0e-05
 128820      9.44e+00    7.63e-01      1.46e+00    1.18e-01    2.0e-05
 128830      9.55e+00    1.59e+00      1.48e+00    2.45e-01    2.0e-05
 128840      1.00e+01    1.25e+00      1.55e+00    1.93e-01    2.0e-05
 128850      1.05e+01    5.51e-01      1.62e+00    8.52e-02    2.0e-05
 128860      9.82e+00    1.03e+00      1.52e+00    1.59e-01    2.0e-05
 128870      1.01e+01    5.47e-01      1.57e+00    8.46e-02    2.0e-05
 128880      8.36e+00    5.81e-01      1.29e+00    8.99e-02    2.0e-05
